,time,lat,lon,observation_T,Doppio_T,GoMOLFs_T,FVCOM_T,Clim_T,difference
1966,2020-06-16 17:01:00,41.79281,-70.34988,9.1,11.109779899437056,0.0,5.765082359313965,9.5041,9.1
1967,2020-06-16 17:39:00,42.80334000000001,-70.57935,5.58,6.6401731235683314,6.908342185362415,5.9349918365478525,4.9639,-1.3283421853624153
1968,2020-06-16 18:02:00,41.24951,-70.29706999999999,12.19,14.725987675637269,12.961513340237616,8.604415893554688,9.9496,-0.7715133402376164
1969,2020-06-16 21:15:00,41.30124,-70.63563,14.04,14.516841893120391,14.754922606533455,8.397915840148926,9.7061,-0.714922606533456
1970,2020-06-16 22:26:00,40.67084000000001,-70.51693,7.18,9.010352457401098,8.692305946966073,8.488327026367188,8.3965,-1.5123059469660731
1971,2020-06-16 23:08:00,41.30539,-70.5513,14.24,14.516841893120391,0.0,8.298660278320312,9.7852,14.24
1972,2020-06-17 00:36:00,41.03026,-71.67729,9.67,11.346694444600073,8.63650373822162,6.374348163604736,8.4523,1.0334962617783798
1973,2020-06-17 06:09:00,41.21178,-70.16785,14.61,13.77894285260342,15.165977546698516,8.401000022888184,9.9523,-0.5559775466985162
1974,2020-06-17 09:33:00,42.76105,-70.61763,5.6,6.799208673669227,7.202723380480053,5.6811766624450675,5.0209,-1.602723380480053
1975,2020-06-17 12:22:00,42.81438,-70.53158,5.57,6.595316836182492,6.828625562885272,6.0152506828308105,4.9707,-1.258625562885272
1976,2020-06-17 12:45:00,42.79924000000001,-70.66314,5.61,7.014096683369644,7.469719302158411,5.3059659004211435,5.078,-1.8597193021584104
1977,2020-06-17 14:45:00,42.81118,-70.55695,5.58,6.614290828836055,6.877956136478191,5.7773308753967285,4.9707,-1.2979561364781906
1978,2020-06-17 15:08:00,41.2371,-70.26175,12.87,14.882092410095536,14.0284352740573,8.76760196685791,12.802,-1.1584352740573003
1979,2020-06-17 16:06:00,42.83421,-70.66372,5.67,6.949699826643496,7.4350275966244235,5.257599353790283,5.3373,-1.7650275966244235
1980,2020-06-17 17:31:00,42.80769,-70.58126,5.55,6.635327680140903,6.922643003310625,5.611007690429688,4.9886,-1.3726430033106256
1981,2020-06-18 09:33:00,42.74727,-70.62615,5.59,6.863850588188171,7.4449109032386795,5.501054286956787,5.4204,-1.8549109032386797
1982,2020-06-21 17:30:00,42.82035,-70.5581,5.55,6.688833308468312,6.885508981472043,5.828248977661133,5.0692,-1.335508981472043
1983,2020-06-22 09:38:00,42.75586,-70.62763000000002,5.64,6.9051255123467286,7.351360703570662,5.903120517730713,5.4851,-1.7113607035706622
1984,2020-06-22 12:24:00,42.83936,-70.53186,5.54,6.706941053814165,6.8710149428337095,5.762610912322997,5.1136,-1.3310149428337095
1985,2020-06-22 14:50:00,42.83048,-70.54358,5.54,6.695584663643078,0.0,5.757823944091798,5.1136,5.54
1986,2020-06-22 15:15:00,41.84348,-70.21184000000001,8.44,11.44418483513664,10.947676437165685,5.394001483917236,10.835,-2.507676437165685
1987,2020-06-22 16:00:00,42.83497,-70.66155,5.68,7.015349233656707,7.511361306443291,5.803582191467285,5.4249,-1.8313613064432914
1988,2020-06-22 17:42:00,41.79747,-70.31308,8.61,12.297522978780176,10.662441842725118,5.448296070098877,10.513,-2.052441842725118
1989,2020-06-23 06:13:00,41.00697,-70.24051999999999,12.95,12.37326773207383,12.0160201159988,7.487872123718263,9.2318,0.9339798840012001
1990,2020-06-23 08:25:00,40.982,-70.18378,12.36,13.4123355486106,13.016055003752856,7.380555152893066,9.4973,-0.6560550037528561
1991,2020-06-23 09:40:00,42.75144,-70.63565,5.67,6.969239022636202,7.545339508410508,5.902867317199707,5.5008,-1.8753395084105078
1992,2020-06-23 10:35:00,40.02695,-69.60103000000001,12.09,9.991479762691512,10.956817424068392,6.813158512115479,10.945,1.1331825759316079
1993,2020-06-23 11:22:00,41.06655,-70.21665,14.46,15.225438037706455,12.237387537790935,6.160186767578125,9.5051,2.2226124622090655
1994,2020-06-23 12:21:00,42.8271,-70.54729,5.55,6.7193933920590485,6.892217991403357,5.9041290283203125,5.138,-1.3422179914033574
1995,2020-06-23 13:24:00,42.79359,-70.65436,5.67,7.13737869004251,7.483405634036785,5.843851566314697,5.148,-1.8134056340367852
1996,2020-06-23 14:45:00,42.81665,-70.54505999999998,5.55,6.7063203048126745,6.890532379926626,5.91165828704834,5.1194,-1.3405323799266258
1997,2020-06-23 16:04:00,42.81824,-70.67222,5.65,7.186404095167121,7.817608338706805,5.821205139160156,5.148,-2.1676083387068044
1998,2020-06-23 16:27:00,40.97943,-70.0878,15.08,15.873454809793884,14.907328737951048,7.022531509399414,9.6438,0.17267126204895256
