,lat,lon,temp,DOPPIO_T,GOMOFS_T,FVCOM_T,CLIM_T
2019-11-03 16:00:00,40.083231666666656,-68.70361000000001,9.6535,7.053497373318521,5.551801124450094,8.701839447021484,10.777999999999999
2019-11-03 17:00:00,40.08323166666666,-68.70361000000001,9.721000000000002,7.027527889785318,5.551801124450321,8.596314430236816,10.777999999999999
2019-11-03 18:00:00,40.08323166666666,-68.70361000000001,9.937833333333337,6.932542814479021,5.522469392830146,8.324692726135254,10.777999999999999
2019-11-03 19:00:00,40.08323166666666,-68.70361000000001,10.048333333333336,6.805898024950196,5.522469392830146,8.05567741394043,10.777999999999999
2019-11-03 20:00:00,40.08323166666666,-68.70361000000001,10.053333333333333,6.7424893064920255,5.522469392830146,7.932600498199463,10.777999999999999
2019-11-03 21:00:00,40.08323166666666,-68.70361000000001,9.684000000000005,6.81998803562567,5.405747603067937,7.938498497009277,10.777999999999999
2019-11-03 22:00:00,40.08323166666666,-68.70361000000001,9.746999999999998,7.043414142556912,5.405747603067937,8.01323127746582,10.777999999999999
2019-11-03 23:00:00,40.08323166666666,-68.70361000000001,9.787,7.307752304017299,5.405747603067937,8.13909912109375,10.777999999999999
2019-11-04 00:00:00,40.08323166666666,-68.70361000000001,9.818500000000002,7.47980177208882,5.393148816614769,8.29730224609375,10.786
2019-11-04 01:00:00,40.08323166666666,-68.70361000000001,9.927666666666669,7.373298927153655,5.393148816614769,8.4652681350708,10.786
2019-11-04 02:00:00,40.08323166666666,-68.70361000000001,10.095500000000005,7.121422232281702,5.393148816614769,8.600671768188477,10.786
2019-11-04 03:00:00,40.08323166666666,-68.70361000000001,9.359833333333334,6.863028662724162,5.46176336917307,8.667985916137695,10.786
2019-11-04 04:00:00,40.08323166666666,-68.70361000000001,8.765000000000002,6.69009784836004,5.46176336917307,8.639851570129395,10.786
2019-11-04 05:00:00,40.08323166666666,-68.70361000000001,8.936000000000002,6.635117970611304,5.46176336917307,8.506902694702148,10.786
2019-11-04 06:00:00,40.08323166666666,-68.70361000000001,8.971500000000002,6.7154251107080825,5.46156741942832,8.214444160461426,10.786
2019-11-04 07:00:00,40.08323166666666,-68.70361000000001,9.160333333333329,6.896968637556595,5.46156741942832,7.959330081939697,10.786
2019-11-04 08:00:00,40.08323166666666,-68.70361000000001,9.433666666666664,7.060523129803551,5.46156741942832,7.820910930633545,10.786
2019-11-04 09:00:00,40.08323166666666,-68.70361000000001,9.592666666666673,7.080944288178394,5.39443075700882,7.813424110412598,10.786
2019-11-04 10:00:00,40.08323166666666,-68.70361000000001,9.59516666666666,6.938174921933921,5.39443075700882,7.881206512451172,10.786
2019-11-04 11:00:00,40.08323166666666,-68.70361000000001,9.574166666666663,6.749362326171109,5.39443075700882,7.997729778289795,10.786
2019-11-04 12:00:00,40.08323166666666,-68.70361000000001,9.306166666666666,6.652379800695712,5.368391415866654,8.159153938293457,10.786
2019-11-04 13:00:00,40.08323166666666,-68.70361000000001,9.062166666666666,6.729999841360723,5.368391415866654,,10.786
2019-11-04 14:00:00,40.08323166666666,-68.70361000000001,9.110666666666667,6.988187803748701,5.368391415866654,8.54440975189209,10.786
2019-11-04 15:00:00,40.08323166666666,-68.70361000000001,9.45816666666667,7.3162553341644525,5.370954379815032,8.680445671081543,10.786
2019-11-04 16:00:00,40.08323166666666,-68.70361000000001,8.689666666666664,7.529487757853303,5.370954379815032,8.725508689880371,10.786
2019-11-04 17:00:00,40.08323166666666,-68.70361000000001,8.463833333333334,7.539184209419773,5.370954379815032,8.651512145996094,10.786
2019-11-04 18:00:00,40.08323166666666,-68.70361000000001,8.373333333333333,7.388881265516261,5.35303524340452,8.458240509033203,10.786
2019-11-04 19:00:00,40.08323166666666,-68.70361000000001,8.461166666666669,7.173030336199076,5.35303524340452,8.099404335021973,10.786
2019-11-04 20:00:00,40.08323166666666,-68.70361000000001,8.562166666666664,6.968852602606944,5.35303524340452,7.883917331695557,10.786
2019-11-04 21:00:00,40.08323166666666,-68.70361000000001,8.738333333333326,6.819298858982563,5.283478835834728,7.808595657348633,10.786
2019-11-04 22:00:00,40.08323166666666,-68.70361000000001,8.739166666666675,6.751757836153672,5.283478835834728,7.843320846557617,10.786
2019-11-04 23:00:00,40.08323166666666,-68.70361000000001,8.763166666666661,6.763307609476385,5.283478835834728,7.9405436515808105,10.786
2019-11-05 00:00:00,40.08323166666666,-68.70361000000001,8.89216666666667,6.80477727277497,5.245684240129776,8.086200714111328,10.794
2019-11-05 01:00:00,40.08323166666666,-68.70361000000001,9.022166666666664,6.856367560596368,5.245684240129776,8.265992164611816,10.794
2019-11-05 02:00:00,40.08323166666666,-68.70361000000001,9.033666666666669,6.879559711361026,5.245684240129776,8.461261749267578,10.794
2019-11-05 03:00:00,40.08323166666666,-68.70361000000001,8.655333333333337,6.903640012317624,5.3595383771738625,8.62343692779541,10.794
2019-11-05 04:00:00,40.08323166666666,-68.70361000000001,8.762166666666666,6.9687312055774555,5.3595383771738625,8.713356971740723,10.794
2019-11-05 05:00:00,40.08323166666666,-68.70361000000001,8.9875,7.076838872665974,5.3595383771738625,8.699600219726562,10.794
2019-11-05 06:00:00,40.08323166666666,-68.70361000000001,9.193833333333329,7.212636246489183,5.378663823275701,8.543174743652344,10.794
2019-11-05 07:00:00,40.08323166666666,-68.70361000000001,9.319833333333333,7.352504424767744,5.378663823275701,8.146069526672363,10.794
2019-11-05 08:00:00,40.08323166666666,-68.70361000000001,8.999999999999998,7.444440744348299,5.378663823275701,7.844682693481445,10.794
