,time,lat,lon,observation_T,Doppio_T,GoMOLFs_T,FVCOM_T,Clim_T,obj,eq
0,2019/1/2 15:17,42.7511,-70.2925,7.52,8.229907851,8.635256123,9.157155037,6.7054,8.425520453,8.674106337
1,2019/1/2 18:22,42.65688,-70.38548,7.34,7.946587541,8.560848782,8.576174736,6.8006,8.10790632,8.361203686
2,2019/1/4 14:04,41.04746,-71.43832,9.76,9.414346954,8.408904629,9.695867538,7.878,8.742505314,9.173039707
3,2019/1/4 17:06,41.0862,-71.56846,9.72,9.476889256,7.604712944,9.231835365,6.4605,8.261268827,8.771145855
4,2019/1/5 12:16,42.70602,-70.31587,7.38,8.113662983,8.400804226,9.394662857,6.9986,8.42768289,8.636376689
5,2019/1/5 17:21,42.64644,-70.40715,7.33,7.69310052,8.543071953,8.483574867,6.6025,8.026062952,8.23991578
6,2019/1/13 9:57,42.76492,-70.25806,6.45,7.948276225,7.937301099,9.287662506,6.7835,8.191586612,8.391079943
7,2019/1/13 11:35,42.76025,-70.27847,6.38,7.966198222,7.413785956,9.214675903,5.937,7.974213555,8.198220027
8,2019/1/13 13:32,42.76684,-70.25353,6.36,7.918028561,7.921257779,9.541258812,6.7835,8.291277748,8.460181717
9,2019/1/13 15:15,42.73575,-70.25004,6.43,8.00133275,8.066970176,9.168665886,6.7835,8.19416877,8.412322937
10,2019/1/14 9:59,42.76012,-70.25965,6.7,7.865599796,7.693278681,9.267798424,6.7446,8.083675357,8.275558967
11,2019/1/14 12:01,42.75663,-70.28188,6.62,7.87725213,7.450409773,9.199311256,5.8675,7.96832085,8.17565772
12,2019/1/14 13:45,42.74638,-70.29626,6.18,7.904021577,7.301439873,7.88066864,5.8675,7.348133995,7.695376697
13,2019/1/15 11:01,42.69652,-70.33239,6.66,7.217289752,7.126310319,8.659553528,5.7238,7.526127126,7.667717866
14,2019/1/15 14:13,42.75536,-70.28366,6.57,7.72426535,7.359802925,9.079149246,5.7983,7.862393591,8.05440584
15,2019/1/15 15:25,42.75874,-70.28952,6.32,7.610469208,7.238865617,8.273153305,5.7983,7.454391542,7.707496043
16,2019/1/15 17:29,42.68373,-70.36312,6.18,7.237848172,7.07434612,8.173334122,5.7238,7.300006361,7.495176138
17,2019/1/26 11:58,42.77047,-70.25139,6.15,6.981533098,7.692331923,8.121732712,6.2494,7.464183492,7.598532578
18,2019/1/26 15:08,42.70804,-70.32136,5.49,6.105035843,6.705127595,7.485361099,6.0035,6.711446981,6.765174846
19,2019/1/26 17:46,42.70512,-70.32559,6.03,6.116077736,6.675547809,7.38151598,4.9541,6.657433896,6.724380508
20,2019/1/26 19:54,42.68889,-70.33261,6.07,5.995878521,6.722415718,7.483405113,4.9541,6.701576434,6.733899784
21,2019/2/2 12:48,42.75073,-70.29259,5.36,5.849024169,6.279355771,7.940478802,4.6403,6.719395398,6.689619581
22,2019/2/2 14:51,42.7475,-70.29197,5.29,5.808580155,6.29933334,8.001533508,4.6403,6.747341025,6.703149001
23,2019/2/2 16:59,42.69607,-70.33643,5.39,5.436395616,6.360261082,8.08979702,4.5144,6.75545952,6.628817906
24,2019/2/3 12:41,42.7483,-70.26439,4.95,5.88207738,7.509992086,9.378298759,5.9065,7.788556318,7.590122742
25,2019/2/3 23:25,41.07496,-71.55312,12.07,6.896484405,5.042118306,8.415519714,5.4623,6.62609889,6.784707475
26,2019/2/5 13:43,40.99566,-71.55659,6.75,7.265297677,5.545586751,9.110464096,5.667,7.15927592,7.307116175
27,2019/2/5 16:12,41.03786,-71.44207,6.33,7.350825212,5.623360993,8.753605843,5.3922,7.044845759,7.242597349
28,2019/2/6 14:32,41.03915,-71.38955,6.29,6.960788919,5.610833833,8.880596161,5.3606,7.040799944,7.150739638
29,2019/2/6 17:36,41.03611,-71.54996,6.26,7.120225705,5.216493705,8.66039753,5.2825,6.825980143,6.99903898
30,2019/2/6 20:43,41.07424,-71.65281,6.31,6.815421635,4.375788848,7.064519405,5.1338,5.790765305,6.085243296
31,2019/2/11 12:01,42.75132,-70.29192,5.81,6.156729959,6.251732349,5.771659851,4.1646,5.814368202,6.06004072
32,2019/2/11 13:58,42.74472,-70.28812,5.16,6.099786878,6.335237487,7.026954174,4.1646,6.379394485,6.48732618
33,2019/2/11 14:32,41.0199,-71.27644,6.42,6.12260731,5.656343107,8.637201309,5.0821,6.834849989,6.805383909
34,2019/2/11 15:25,42.76174,-70.27905,5.03,6.280291281,6.284235952,6.263397694,4.1646,6.056001169,6.275974976
35,2019/2/11 16:44,42.77017,-70.25774,4.9,6.413488481,6.845754963,8.268820763,5.5704,7.143966499,7.176021402
36,2019/2/11 17:23,40.91532,-71.31105,6.34,6.243809193,5.863706479,8.925737381,5.2604,7.051161172,7.011084351
37,2019/2/11 17:46,42.7483,-70.28735,5.04,6.116350248,6.226629394,7.075581551,4.1646,6.363673668,6.472853731
38,2019/2/11 20:07,40.96423,-71.44096,6.75,6.171871004,5.8096191,9.029989243,5.3154,7.066751509,7.003826449
39,2019/2/11 22:13,41.05568,-71.45413,6.75,6.218288807,5.511499203,8.89498806,5.0518,6.907609353,6.874925357
40,2019/2/17 10:25,42.75689,-70.28091,4.48,5.59803817,5.918420229,6.822954655,3.8999,6.071166272,6.113137685
41,2019/2/17 12:13,42.73599,-70.2975,4.55,5.606918788,5.946909595,6.664813519,3.8999,6.014254579,6.072880634
42,2019/2/17 13:15,42.76633,-70.27484,4.51,5.658491721,5.92507443,6.685067177,5.3311,6.022362439,6.089544443
43,2019/2/17 21:15,41.083,-71.65118,6.48,5.985265348,3.399474403,7.062551975,3.8525,5.322810274,5.482430575
44,2019/2/18 10:33,42.76284,-70.27557,4.54,5.587976453,5.947636118,6.623213768,3.8602,5.993877973,6.052942113
45,2019/2/18 11:35,42.76437,-70.2775,4.51,5.494796234,5.943882496,6.638478279,3.8602,5.986118066,6.025719003
46,2019/2/18 12:11,42.75585,-70.28709,4.47,5.533212321,5.910907637,6.796590805,3.8602,6.048008611,6.080236921
47,2019/2/18 13:17,42.76626,-70.25826,4.55,5.781233482,5.973573976,6.80793047,5.2928,6.110088633,6.187579309
48,2019/2/20 12:54,42.76345,-70.26763,4.68,5.59709987,5.853710883,6.533809662,5.2176,5.922698084,5.994873472
49,2019/2/20 14:00,42.76529,-70.2528,4.67,5.714276698,5.882378826,6.548016548,5.2176,5.955517588,6.048224024
50,2019/2/20 18:48,40.86732,-71.55059,8.33,5.9287316,5.682273976,8.31388855,5.2189,6.677264302,6.641631375
51,2019/2/20 20:50,41.03421,-71.6085,6.54,4.859078941,4.157723558,7.753575802,4.5773,5.737169612,5.5901261
52,2019/2/22 11:58,41.17361,-71.52164,4.9,4.472150388,3.566544393,4.204445839,3.5697,3.935417921,4.081046873
53,2019/2/22 13:37,41.11418,-71.61766,4.78,4.080959049,3.471039941,6.70365715,3.6232,4.927399748,4.75188538
54,2019/2/22 14:13,41.08899,-71.60361,5.55,4.38493395,3.7255812,7.510443687,3.6232,5.410357977,5.206986279
55,2019/2/22 15:21,41.13275,-71.50778,5.5,4.611333228,3.674835329,5.838007927,3.5697,4.700356017,4.708058828
56,2019/2/22 15:55,41.13048,-71.48561,5.6,4.798736859,3.712324098,5.815304756,3.5697,4.730190655,4.775455238
57,2019/2/23 11:48,42.76823,-70.25789,4.58,5.547068078,5.865563269,6.184885979,5.1088,5.769057912,5.865839109
58,2019/2/23 13:26,40.86564,-71.49402,6.55,7.068591158,5.700479171,7.903623104,5.1069,6.66553754,6.890897811
59,2019/2/23 15:47,40.92318,-71.41465,6.45,6.9571736,5.440488797,7.721706867,4.8833,6.47777816,6.706456421
60,2019/2/23 18:22,40.87886,-71.53044,6.41,6.805863429,5.647159134,7.966479778,4.9606,6.636857183,6.80650078
61,2019/2/23 21:09,40.96149,-71.58872,6.39,6.374308688,5.170462265,7.69808197,4.8894,6.289038848,6.414284308
62,2019/2/28 14:28,40.86851,-71.53786,8.69,6.373555014,5.703345323,9.552154541,4.9684,7.282536293,7.209684959
63,2019/2/28 16:53,40.96071,-71.58623,8.41,5.789908609,5.320087156,8.901817322,4.6944,6.781892302,6.670604362
64,2019/2/28 19:52,40.84309,-71.53466,8.69,6.446252483,6.094428494,9.595439911,4.9684,7.452081757,7.378706963
65,2019/3/1 13:37,40.86952,-71.53524,8.32,6.524325459,5.743812956,9.612997055,4.9426,7.344462132,7.293711823
66,2019/3/1 16:38,40.98664,-71.57378,8.22,6.079022785,5.00320892,8.313315392,4.5427,6.453744979,6.465182366
67,2019/3/1 19:48,40.87198,-71.54975,8.23,6.517202418,5.626316343,9.58412075,4.9426,7.288714509,7.242546504
68,2019/3/1 21:15,41.01678,-71.46533,7.55,6.455521809,5.116622397,7.204004765,4.4576,6.067314745,6.258716324
69,2019/3/3 14:06,40.87912,-71.55123,6.88,6.848493057,5.446190474,8.481933594,4.7161,6.793466702,6.925539042
70,2019/3/3 18:54,40.94775,-71.55722,6.65,6.554738835,5.256013071,7.514513016,4.6199,6.265609668,6.441754974
71,2019/3/3 21:37,41.08521,-71.47357,5.73,5.714734509,3.975420599,5.367376328,3.2952,4.7590001,5.019177145
72,2019/3/13 19:54,41.10772,-71.32444,5.23,5.922851746,4.983882176,6.545358181,3.8316,5.660306135,5.817364034
73,2019/3/18 11:16,42.68496,-70.35765,4.18,4.597642911,5.352383607,4.320491791,3.2136,4.645497661,4.756839436
74,2019/3/18 14:35,42.67745,-70.29887,4.26,5.256436456,5.528049194,4.588952065,4.1542,4.916794878,5.124479238
75,2019/3/18 17:55,42.84059,-70.38258,3.89,4.961636477,5.512626885,4.873643875,4.4932,4.99321599,5.115969079
76,2019/3/19 10:42,42.81596,-70.36883,4.11,4.813904268,5.478910686,4.884621143,4.4088,4.965206473,5.059145366
77,2019/3/19 13:02,42.78571,-70.33029,3.95,4.459521147,5.374524881,4.770429134,4.4088,4.828781521,4.868158387
78,2019/3/19 14:16,42.79084,-70.35621,3.86,4.587836358,5.417872292,4.777256966,4.4088,4.865245005,4.927655205
79,2019/3/20 9:17,42.61273,-70.42683,4.07,5.23149414,5.358949742,4.068773746,3.5904,4.627498962,4.886405876
80,2019/3/20 11:15,42.63408,-70.4415,4.01,5.062490451,5.23195573,3.999716282,3.293,4.528350451,4.764720821
81,2019/3/20 13:47,42.61675,-70.42517,4.04,5.286451418,5.353340741,4.079582214,3.5904,4.6378307,4.906458124
82,2019/3/20 14:03,42.8234,-70.35218,3.9,5.049223232,5.442757439,5.058250427,4.3916,5.06016118,5.183410366
83,2019/3/20 15:52,42.63312,-70.45627,4.08,5.000545778,5.321288172,3.986645222,3.293,4.54617953,4.769493057
84,2019/3/20 17:26,42.84141,-70.39391,3.89,5.324470135,5.538041631,4.858633995,4.459,5.046532698,5.24038192
85,2019/3/20 18:06,42.63886,-70.4874,4.05,4.835623379,5.256835591,4.039356709,3.6496,4.522764632,4.710605226
86,2019/3/25 9:07,42.7635,-70.26461,4.25,5.471113035,5.096650556,4.883677006,4.3803,4.919074371,5.150480199
87,2019/3/25 11:47,42.74219,-70.25604,4.17,5.516122522,0,4.810519695,4.3803,3.06046118,3.442214072
88,2019/3/25 13:27,42.79903,-70.36125,3.98,5.492654755,5.485741807,4.675953865,4.319,4.972193319,5.218116809
89,2019/3/25 16:14,42.84682,-70.39893,3.98,5.197607068,5.554432805,4.661149025,4.3891,4.94929662,5.137729633
90,2019/3/25 18:54,42.8397,-70.57319,3.94,4.369385742,5.315420958,4.436037064,4.0318,4.650303531,4.706947921
91,2019/3/26 12:02,42.84247,-70.5233,3.94,4.171225497,5.433019344,4.554472446,4.003,4.716157594,4.719572429
92,2019/3/26 14:13,42.84481,-70.53459,3.94,4.228288056,5.409929621,4.470850468,4.0322,4.679652371,4.703022715
93,2019/3/26 16:40,42.84854,-70.52023,3.94,4.346186065,5.425864318,4.510982037,4.003,4.71920543,4.761010807
94,2019/3/27 11:32,42.74615,-70.26085,4.33,5.515837305,5.145110996,4.674909115,4.3581,4.85245441,5.111952472
95,2019/3/27 11:52,42.84123,-70.51497,3.93,4.203921604,5.45043348,4.529178143,3.9922,4.716046888,4.727844409
96,2019/3/27 14:01,42.84378,-70.53521,3.94,4.33916205,5.416900626,4.449738979,4.0332,4.688511435,4.735267218
97,2019/3/27 16:34,42.85169,-70.51989,3.93,4.547072635,5.426931062,4.468033791,3.9922,4.729065503,4.814012496
98,2019/3/27 16:53,42.6836,-70.35668,3.91,5.452968167,5.205793356,4.186383247,3.2768,4.654204754,4.94838159
99,2019/3/27 18:12,42.84307,-70.5843,3.94,4.608404362,5.329160425,4.279262066,3.8444,4.620814356,4.738942284
100,2019/3/27 18:24,42.68772,-70.33917,4.03,5.593114159,5.193283438,4.387506008,3.2768,4.756265202,5.057967868
101,2019/3/28 13:47,41.11204,-71.58715,5.21,4.479476427,5.332329841,4.732585907,3.6006,4.800022657,4.848130725
102,2019/3/29 13:07,40.86969,-71.54132,6.81,4.351019478,5.07851397,5.299725533,4.608,4.936087299,4.909752994
103,2019/3/29 18:37,40.89043,-71.49947,6.62,4.378729296,5.138148672,5.272763252,4.4375,4.949745522,4.929880407
104,2019/3/29 20:48,40.97964,-71.46928,6.68,4.238529618,5.207683385,5.360505581,4.0982,4.993129555,4.935572861
105,2019/3/30 11:15,42.75345,-70.29254,4.37,5.594334219,5.268133116,4.393903255,3.3687,4.786125819,5.085456863
106,2019/3/30 12:31,42.841,-70.51433,3.97,4.494121011,5.493397392,4.525496006,3.9667,4.770432629,4.83767147
107,2019/3/30 14:43,42.68044,-70.3579,4.3,5.616137979,5.313053485,4.151673794,3.3181,4.700558977,5.026955086
108,2019/3/30 15:30,42.79647,-70.35763,3.92,5.456170303,5.245930996,4.641943932,4.2688,4.866128975,5.114681744
109,2019/3/30 17:34,42.65287,-70.39588,4.15,5.609885697,5.337112521,3.990010738,3.4152,4.638417194,4.979002985
110,2019/3/30 18:49,42.84999,-70.39773,3.94,5.625306028,5.476472377,4.609362125,4.341,4.9585806,5.237046843
111,2019/4/2 11:09,42.70539,-70.31179,4.19,5.963539653,5.516014356,4.549121857,4.0318,4.993980529,5.342891955
112,2019/4/2 14:43,42.82044,-70.34941,3.85,5.730791022,5.348780998,4.600926399,4.249,4.923731837,5.226832806
113,2019/4/2 14:53,42.71084,-70.319,4.34,5.898986169,5.495806214,4.573255539,4.0318,4.988135585,5.322682641
114,2019/4/2 15:45,41.047,-71.37423,6.7,5.350432951,5.45809235,5.104302883,4.0968,5.127657592,5.304276061
115,2019/4/2 17:32,42.83573,-70.38262,3.86,5.792895375,5.481374667,4.580653191,4.3224,4.971329393,5.284974411
116,2019/4/2 17:55,42.6953,-70.3383,4.34,5.7816511,5.574100647,4.476081848,3.3683,4.957883267,5.277277865
117,2019/4/5 10:50,42.75954,-70.28527,4.51,6.461711502,5.720315116,4.401284695,3.4576,5.073090642,5.527770438
118,2019/4/5 14:04,42.74022,-70.28918,5.58,6.520987645,5.713307846,4.556350708,3.4576,5.145916962,5.596882066
119,2019/4/5 15:10,40.29993,-71.05292,12.65,9.796093496,11.11584073,7.834890366,8.972,8.964581779,9.582274864
120,2019/4/5 17:32,42.72072,-70.32932,4.67,6.335956058,5.679897699,4.093888283,3.4266,4.908036261,5.369914013
121,2019/4/5 19:56,40.29459,-71.07315,12.58,9.729512503,11.00434841,7.613473415,8.972,8.819413108,9.449111443
122,2019/4/5 20:43,41.12154,-71.416,6.26,5.246381354,5.709213358,5.348828793,4.0686,5.309217937,5.434807835
123,2019/4/6 13:33,42.81922,-70.36057,4.12,6.367495203,5.497183195,4.466190815,4.2344,5.007747105,5.443623071
124,2019/4/6 16:25,42.83004,-70.37724,4.09,6.37190308,5.456205322,4.530434608,4.309,5.021409762,5.45284767
125,2019/4/6 18:48,42.80692,-70.57755,3.98,6.458464446,5.575826126,4.457433701,3.9544,5.044950406,5.497241424
126,2019/4/7 9:11,42.76493,-70.27435,4.46,6.411083607,6.085025412,4.297729492,4.2943,5.15241666,5.59794617
127,2019/4/7 11:04,42.73571,-70.29001,4.47,6.368446794,6.01057157,4.259304523,3.4941,5.103062201,5.546107629
128,2019/4/7 11:54,42.84616,-70.51742,3.94,6.377996309,5.654563507,4.47267437,3.9476,5.06862721,5.501744729
129,2019/4/7 12:30,40.90473,-71.33095,5.71,5.947606131,6.383430257,4.823215008,4.501,5.422314602,5.718083799
130,2019/4/7 12:52,42.73781,-70.29104,4.46,6.392456068,5.935138695,4.289206982,3.4941,5.092215298,5.538933915
131,2019/4/7 14:15,40.84554,-71.31101,5.29,6.11013746,6.733895678,4.722688675,4.4558,5.527592994,5.855573938
132,2019/4/7 14:22,42.7532,-70.29428,4.67,6.388398605,5.875385688,4.230781555,3.4941,5.044885417,5.498188616
133,2019/4/7 16:12,40.9285,-71.28359,5.3,6.019402743,6.361409298,4.854804516,4.4591,5.438082721,5.745205519
134,2019/4/7 16:38,42.68168,-70.35267,4.54,6.058336158,5.760542357,4.125473499,3.4696,4.91193762,5.314784005
135,2019/4/7 17:44,42.82884,-70.3843,4.2,6.399392148,5.508316636,4.543556213,4.3076,5.049668137,5.483754999
136,2019/4/7 18:16,41.02105,-71.23915,5.93,5.972093979,6.024457232,4.977784157,4.2058,5.363466607,5.658111789
137,2019/4/7 20:52,41.02528,-71.37875,6.11,5.743216485,5.877912098,5.112065315,4.2203,5.33687289,5.577731299
138,2019/4/10 11:26,41.15445,-71.4118,5.73,5.89977545,5.902516195,5.34194088,4.2784,5.467011336,5.714744175
139,2019/4/10 11:51,42.84097,-70.5209,3.82,5.881301229,5.541315174,4.4008708,3.9578,4.927475458,5.274495734
140,2019/4/10 11:56,42.73632,-70.29527,4.51,6.222354156,5.76182862,4.404221535,3.5543,5.055868659,5.462801437
141,2019/4/10 13:41,42.8028,-70.57426,3.83,5.582893409,5.437082449,4.317316532,3.9818,4.812173596,5.112430797
142,2019/4/10 14:30,41.03261,-71.38897,6.11,5.901781152,5.901562201,5.178831577,4.3341,5.396400046,5.660724977
143,2019/4/10 15:36,42.67216,-70.36305,4.51,6.10231506,5.576725611,4.253757,3.6602,4.907445724,5.310932557
144,2019/4/10 16:42,42.83109,-70.6908,3.71,5.082292702,5.486992608,4.167983055,3.6846,4.695630954,4.912422788
145,2019/4/10 16:55,41.05278,-71.5057,6.22,5.806544283,5.939937007,5.231859207,4.3585,5.419839812,5.659446832
146,2019/4/10 19:07,41.10333,-71.60344,6.25,5.896063404,6.06827513,5.456158638,4.4858,5.575517771,5.806832391
147,2019/4/11 10:52,42.77192,-70.26068,4.51,6.224033241,5.805159798,4.380660534,4.2939,5.06149865,5.469951191
148,2019/4/11 13:02,42.70492,-70.34323,4.34,6.156239754,5.644569991,4.36911726,3.5644,4.989275183,5.389975668
149,2019/4/11 14:00,42.80305,-70.34035,4.11,6.034874638,5.627749444,4.467084885,4.2341,5.008650149,5.376569656
150,2019/4/11 15:33,42.6182,-70.4768,4.05,6.006146802,5.507869566,4.190526962,3.7235,4.841900778,5.234847777
151,2019/4/11 16:26,42.83302,-70.37632,4.09,6.267694543,5.672793519,4.464978218,4.3096,5.056452902,5.46848876
152,2019/4/11 19:18,42.7968,-70.58366,4.01,5.550717276,5.43648999,4.275988579,3.9993,4.789592107,5.087731948
153,2019/4/11 20:39,41.14857,-71.41442,6.29,6.038889203,6.058010791,5.418363094,4.3471,5.575422948,5.838421029
154,2019/4/12 10:11,42.76091,-70.24989,4.62,6.414152138,5.82320534,4.386273384,4.2956,5.096966038,5.541210287
155,2019/4/12 12:15,42.82907,-70.54487,4.13,6.044432947,5.518068578,4.423716545,4.1048,4.951775158,5.328739357
156,2019/4/12 12:33,41.04631,-71.38468,6.15,5.954167205,6.028935068,5.202293873,4.4196,5.459679127,5.728465382
157,2019/4/12 13:15,42.73401,-70.30106,4.57,6.350894748,0,4.331415653,3.5979,2.969808602,3.560770134
158,2019/4/12 14:38,42.80543,-70.57557,4.15,5.818002192,5.460186953,4.297495365,4.0088,4.844742454,5.191894837
159,2019/4/12 14:49,41.12484,-71.32586,6.1,6.040327529,6.002231804,5.365804672,4.3206,5.532827567,5.802788002
160,2019/4/12 16:00,41.0976,-71.35588,6.1,6.007053754,6.019598017,5.334684372,4.3206,5.520967528,5.787112048
161,2019/4/12 17:41,42.81017,-70.57525,4.15,5.851709968,5.466853573,4.345999241,4.0088,4.87282643,5.221520927
162,2019/4/12 18:12,42.63572,-70.4597,4.59,6.145064734,5.553079996,4.169944763,3.7409,4.868659563,5.289363164
163,2019/4/14 7:19,42.70108,-70.33763,4.55,6.454104187,5.643214881,4.349932671,3.6421,5.022084677,5.482417246
164,2019/4/14 10:30,42.74065,-70.29578,4.55,6.516899309,5.720906054,4.344157696,3.6439,5.056301154,5.52732102
165,2019/4/14 12:21,42.82839,-70.53538,4.01,6.343966256,5.570435053,4.459180355,4.1184,5.027777848,5.457860555
166,2019/4/14 12:51,42.8273,-70.36087,4.13,6.508358287,5.555301944,4.489100933,3.7172,5.058231963,5.517587055
167,2019/4/14 12:58,40.98262,-71.50967,6.18,6.625232061,5.920440273,5.025539875,4.478,5.437913366,5.857070736
168,2019/4/14 14:48,42.84511,-70.54201,3.98,6.386376405,5.564764922,4.454869747,4.1184,5.02979616,5.468670358
169,2019/4/14 15:45,40.93889,-71.54866,5.74,6.588457401,5.76362674,5.009590626,4.4968,5.369474101,5.787224922
170,2019/4/14 17:28,42.82261,-70.54952,4.01,6.291866161,5.54895146,4.419585228,4.0197,4.995649097,5.420134283
171,2019/4/14 18:37,41.06477,-71.5744,6.26,7.07307669,5.912942477,5.314166546,4.557,5.622591898,6.100061904
172,2019/4/14 20:41,41.14428,-71.41141,5.99,7.149611768,6.158100868,5.442553997,4.5658,5.776992816,6.250088878
173,2019/4/17 11:34,42.8237,-70.3562,4.01,6.934160284,5.620549622,4.512427807,4.2575,5.151251048,5.689045904
174,2019/4/17 12:16,42.8202,-70.53448,3.86,6.826851128,5.555326937,4.483807087,4.0492,5.100426529,5.621995051
175,2019/4/17 17:14,42.67695,-70.36114,4.13,6.589811668,5.665490949,4.327280045,3.7246,5.039250192,5.527527554
176,2019/4/17 17:40,42.80568,-70.5692,3.89,6.682507948,5.504799847,4.470591545,4.0492,5.056379515,5.552633113
177,2019/4/17 20:28,41.0749,-71.37689,5.72,7.097821023,5.885622704,4.837125301,4.6647,5.409889972,5.940189676
178,2019/4/18 2:01,40.49496,-67.46402,12.28,8.577769774,11.13614001,9.622372627,10.341,9.574876952,9.778760804
179,2019/4/18 6:17,40.59826,-67.15344,11.52,8.886026314,12.68678698,8.59220314,10.163,9.730117748,10.05500548
180,2019/4/18 8:14,42.69611,-70.34445,4.23,6.528580275,5.72858927,4.416270733,3.7531,5.091886371,5.557813426
181,2019/4/18 11:01,42.69743,-70.34413,4.36,6.509178481,5.68597246,4.397072315,3.7531,5.065544133,5.530741085
182,2019/4/18 11:33,40.40988,-67.59484,12.37,7.432757443,10.49945196,9.848859787,10.536,9.283928962,9.260356397
183,2019/4/18 12:20,42.82693,-70.53109,3.93,6.970250589,5.591879958,4.508386135,4.1472,5.144230267,5.690172227
184,2019/4/18 14:28,42.83509,-70.52251,3.93,7.022595583,5.609487405,4.52866745,4.0264,5.166645342,5.720250146
185,2019/4/18 14:51,40.49699,-67.4694,12.4,8.440194398,11.36293398,9.398369789,10.341,9.540356957,9.733832722
186,2019/4/18 15:53,42.64294,-70.4261,4.76,6.202034589,5.702209502,4.222026825,3.9112,4.952783219,5.375423639
187,2019/4/18 17:10,42.81095,-70.57549,3.93,6.840076839,5.530819557,4.499726295,4.067,5.100343538,5.623540897
188,2019/4/18 18:37,40.42208,-67.57999,12.51,8.479792406,10.61926902,9.608934402,10.536,9.369465189,9.569331943
189,2019/4/18 22:30,40.53062,-67.47376,12.53,8.831934654,11.74499485,8.982932091,9.3559,9.552801764,9.853287198
190,2019/4/19 2:18,40.43546,-67.57871,12.64,7.831145101,10.76846795,9.505667686,10.207,9.287887732,9.368426912
191,2019/4/19 12:35,40.51872,-67.46683,12.61,8.291036953,11.78797176,9.017118454,10.337,9.507514264,9.698709056
192,2019/4/19 16:02,40.43637,-67.59712,12.73,7.733265162,10.85222191,9.474905014,10.207,9.291040138,9.353464029
193,2019/4/19 19:54,40.51894,-67.48906,12.58,8.374691643,11.70664534,8.80259037,9.9943,9.397155148,9.627975784
194,2019/4/19 22:49,40.4475,-67.59583,12.52,8.116900971,10.44327486,8.980194092,10.207,8.983541694,9.180123308
195,2019/4/20 2:08,40.52047,-67.48352,12.69,8.117440489,11.84034611,8.953278542,10.006,9.474499595,9.637021714
196,2019/4/20 12:16,40.44048,-67.59918,12.79,7.850427103,10.51349308,8.97932148,10.203,8.971210449,9.114413888
197,2019/4/20 15:42,40.51988,-67.48133,12.82,8.301393105,11.75182798,9.001014709,10.006,9.488994363,9.684745265
198,2019/4/20 19:03,40.45265,-67.59124,12.84,8.207968546,10.92888051,9.003709793,10.203,9.181101186,9.380186283
199,2019/4/20 22:43,40.51922,-67.4835,12.89,8.458614125,0,8.78352356,10.006,5.189767508,5.747379228
200,2019/4/21 2:08,40.46494,-67.60096,12.82,8.049921058,10.29268363,8.94937706,10.199,8.906692,9.097327249
201,2019/4/21 12:20,40.4525,-67.59918,12.74,8.164147232,10.31961223,8.836752892,10.199,8.883616716,9.106837451
202,2019/4/21 15:55,40.52389,-67.47496,12.98,8.385143688,11.66850782,8.921208382,10.331,9.4362015,9.65828663
203,2019/4/21 19:33,40.46503,-67.59802,12.99,8.090956775,10.79638867,8.711243629,10.199,8.990606435,9.199529691
204,2019/4/21 23:17,40.53273,-67.45359,12.1,8.451056593,11.63400627,8.636921883,9.412,9.310035704,9.573994915
205,2019/4/22 2:44,40.46148,-67.60173,11.96,8.009590334,10.38963668,8.696481705,10.195,8.826551357,9.031902906
206,2019/4/22 10:27,40.51049,-67.48873,11.49,8.33466297,11.60816286,8.845620155,10.03,9.374752741,9.596148662
207,2019/4/22 11:37,41.08061,-71.4153,6.1,6.59338814,6.355550768,5.363733292,5.1194,5.736250879,6.104224067
208,2019/4/22 12:35,42.82897,-70.55437,4.28,7.180711276,5.676782605,4.593876362,4.1776,5.241135281,5.817123414
209,2019/4/22 13:02,42.75714,-70.29214,4.13,7.124098129,5.791484366,4.581740379,3.8479,5.269238611,5.832440958
210,2019/4/22 13:32,40.46698,-67.59669,12.13,8.117783499,10.51781023,8.655122757,10.195,8.869874953,9.096905495
211,2019/4/22 14:52,42.83824,-70.53933,4.16,7.213007179,5.709646708,4.597163677,4.1776,5.25888817,5.839939188
212,2019/4/22 15:56,42.67673,-70.36426,4.67,6.972890787,5.81385749,4.437412739,3.8706,5.193746392,5.741387005
213,2019/4/22 17:31,42.80281,-70.58847,4.11,7.023446235,5.603443766,4.608721733,4.1067,5.199215413,5.745203911
214,2019/4/22 21:07,40.28347,-68.43152,11.98,8.793644057,11.14111666,10.06461525,10.127,9.798091646,9.999791989
215,2019/4/23 1:50,40.18277,-68.77471,12.97,8.618876689,11.57823997,9.805907249,9.9943,9.819022435,10.00100797
216,2019/4/23 13:09,40.02657,-69.23037,12.31,7.740664009,11.26779629,11.17047977,10.844,10.17492664,10.05964669
217,2019/4/23 17:21,39.9572,-69.54738,12.95,7.637202835,10.97766927,11.16125584,11.613,10.05213129,9.925375982
218,2019/4/24 10:59,41.10331,-71.60376,7.23,6.978300065,6.85795226,6.73942852,5.8617,6.565731322,6.858560282
219,2019/4/24 12:34,42.81662,-70.52107,4.09,6.901067035,5.687174915,4.621592999,4.0858,5.217811065,5.73661165
220,2019/4/24 12:39,41.11874,-71.52857,7.1,6.9702025,6.908978355,6.457667351,6.0354,6.461086891,6.778949402
221,2019/4/24 13:13,41.13178,-71.51179,7.1,6.953000585,6.886598498,6.455358982,5.8558,6.449636351,6.764986022
