,time,lat,lon,observation_T,fitting,no_fitting
4902,2018/11/12 18:46,40.98775,-71.52658,13.22,13.30178777,
4903,2018/11/12 18:54,42.69534,-70.3375,10.26,9.892402821,
4904,2018/11/12 19:41,42.25172,-70.31027,10.41,10.14750625,
4907,2018/11/15 11:56,42.69639,-70.30093,9.88,9.217060112,
4908,2018/11/15 12:21,42.76093,-70.6505,9.42,9.801823443,
4909,2018/11/15 12:41,41.17401,-71.51495,12.22,13.30186371,
4910,2018/11/15 14:51,42.69761,-70.29952,9.88,9.178558645,
4911,2018/11/15 15:38,41.12766,-71.52402,13.21,13.39845609,
4912,2018/11/15 16:21,41.13337,-71.50235,13.19,13.41186722,
4913,2018/11/15 16:57,42.70205,-70.30585,10.1,9.18654221,
4914,2018/11/15 17:55,42.69344,-70.34507,10.07,9.285924225,
4916,2018/11/18 13:07,42.6952,-70.34361,10.01,9.688647136,
4917,2018/11/18 14:06,41.14543,-71.51902,12.04,12.87339563,
4919,2018/11/18 14:36,38.77445,-73.09176,13.09,9.627071671,
4920,2018/11/18 14:50,42.75024,-70.632,9.19,10.02760543,
4923,2018/11/18 16:23,42.79374,-70.65943,9.33,9.876364929,
4924,2018/11/18 16:44,42.6968,-70.33735,9.8,9.691880254,
4925,2018/11/18 17:23,41.00919,-71.52284,13.03,12.80883201,
4926,2018/11/18 17:42,41.28274,-71.50943,12.08,12.78495426,
4928,2018/11/18 18:12,42.81322,-70.66546,9.17,9.910306227,
4931,2018/11/18 22:30,41.07069,-71.54168,13.04,12.95743816,
4933,2018/11/19 11:41,42.69412,-70.29932,9.25,9.558605295,
4934,2018/11/19 11:56,38.80566,-73.05119,13.37,10.30157664,
4935,2018/11/19 12:48,38.78274,-73.0841,12.95,10.11415762,
4936,2018/11/19 13:11,42.71169,-70.31608,9.86,9.743029844,
4937,2018/11/19 14:04,41.14552,-71.52018,12.09,12.68494692,
4939,2018/11/19 16:40,42.77474,-70.27353,9.73,9.718767114,
4940,2018/11/19 17:23,41.27413,-71.51559,12.26,12.81321468,
4941,2018/11/19 18:46,38.58743,-73.26344,12.91,9.019589985,
4943,2018/11/20 13:22,38.63852,-73.21559,12.89,9.442599147,
4944,2018/11/20 17:50,38.53867,-73.30252,13,8.760486674,
4945,2018/11/20 17:57,41.28989,-71.52582,12.08,12.45412098,
4946,2018/11/21 17:21,38.55554,-73.25658,12.62,7.89730532,
4947,2018/11/21 20:24,38.45009,-73.36061,11.95,7.089167922,
4948,2018/11/23 13:56,41.15446,-71.51851,10.7,12.37075594,
4957,2018/11/26 13:13,41.15649,-71.4106,11.68,12.1977927,
4958,2018/11/26 15:02,41.23143,-71.41332,11.61,11.99937104,
4960,2018/11/26 17:01,41.15576,-71.4107,11.64,12.20804421,
4961,2018/11/26 18:52,41.22953,-71.41645,11.62,12.00220429,
4962,2018/11/28 12:23,42.76073,-70.6452,8.92,9.26437173,
4963,2018/11/28 14:44,42.75753,-70.63267,8.92,9.200422539,
4964,2018/11/28 17:28,42.82509,-70.6761,8.92,8.956102866,
4967,2018/11/30 12:45,42.69756,-70.33452,8.84,9.11581423,
4968,2018/11/30 13:00,41.15326,-71.40903,10.11,11.51637756,
4969,2018/11/30 13:42,42.75484,-70.64306,8.64,9.534215098,
4971,2018/11/30 16:04,42.70172,-70.33894,8.78,9.07903163,
4972,2018/11/30 16:13,42.75428,-70.63986,8.38,9.53505602,
4974,2018/11/30 18:54,42.83387,-70.68938,8.71,9.526313493,
4980,2018/12/1 12:16,42.70713,-70.33999,8.8,9.057597629,
4981,2018/12/1 13:46,42.75237,-70.63823,8.82,9.465563857,
4983,2018/12/1 15:51,42.70583,-70.34426,8.8,9.044287127,
4984,2018/12/1 16:10,42.75151,-70.63722,8.58,9.464817552,
4986,2018/12/1 17:53,41.30101,-71.52765,10.03,10.87250673,
4987,2018/12/1 18:41,42.82007,-70.64218,8.66,9.488010865,
4988,2018/12/1 20:15,42.83524,-70.68852,9.02,9.356856366,
4991,2018/12/2 5:43,41.28372,-71.79353,9.97,11.01676069,
5001,2018/12/3 13:52,42.74712,-70.63497,8.84,9.859288209,
5004,2018/12/3 16:31,42.82539,-70.65636,8.89,9.543449233,
5005,2018/12/3 18:58,42.83716,-70.68288,9.02,9.421004761,
5012,2018/12/5 12:16,42.75051,-70.2827,8.73,9.168005804,
5013,2018/12/5 13:47,40.99299,-71.51512,11.95,11.11627499,
5014,2018/12/5 13:49,42.75367,-70.64415,8.81,9.382950657,
5015,2018/12/5 15:57,42.71249,-70.33344,8.77,9.02425314,
5016,2018/12/5 16:14,42.75699,-70.64346,8.8,9.371192902,
5017,2018/12/5 16:23,41.05398,-71.45237,11.95,10.89432615,
5018,2018/12/5 19:04,42.83744,-70.68503,8.85,8.868770386,
5019,2018/12/5 19:07,41.23241,-71.40972,11.19,10.56887597,
5020,2018/12/6 15:42,42.75032,-70.62907,8.82,9.262516467,
5021,2018/12/6 17:25,41.04636,-71.43628,11.94,11.22927467,
5022,2018/12/6 18:44,42.83413,-70.67861,8.86,8.708728606,
5030,2018/12/8 12:35,41.12832,-71.50634,9.8,11.23243097,
5031,2018/12/8 13:09,41.12403,-71.53035,11.05,11.16310388,
5032,2018/12/8 14:15,41.09898,-71.60408,11.31,10.95506608,
5034,2018/12/8 16:06,41.16393,-71.51488,10.35,11.13113859,
5035,2018/12/8 16:49,41.19416,-71.5199,9.52,11.07645791,
5040,2018/12/9 12:18,42.70106,-70.33636,8.22,9.282728636,
5042,2018/12/9 14:24,42.75721,-70.63645,8.73,8.828551729,
5043,2018/12/9 15:08,40.00497,-72.00137,14.51,12.55813105,
5044,2018/12/9 16:01,42.79113,-70.6699,8.75,8.789955108,
5045,2018/12/9 16:23,42.69651,-70.35301,8.36,9.253359671,
5048,2018/12/9 18:46,40.97831,-71.53651,11.18,11.48250013,
5049,2018/12/9 19:12,42.81416,-70.66048,8.71,8.866186901,
5051,2018/12/9 21:00,41.01384,-71.52344,11.56,11.39650512,
5057,2018/12/10 13:47,40.97691,-71.53179,11.37,11.49640527,
5058,2018/12/10 13:49,42.84398,-70.66426,8.61,8.705875226,
5060,2018/12/10 16:14,42.75907,-70.64726,8.42,8.811424903,
5061,2018/12/10 16:25,41.073,-71.57346,11.25,11.26313595,
5062,2018/12/10 18:46,42.83708,-70.69088,8.38,8.523376381,
5072,2018/12/11 13:20,40.97642,-71.5511,11.22,11.45920258,
5073,2018/12/11 13:56,42.7553,-70.64378,8.18,8.897327045,
5074,2018/12/11 14:52,42.77749,-70.66838,8.36,8.905625284,
5076,2018/12/11 15:42,41.05475,-71.45014,11.3,11.33848842,
5078,2018/12/11 17:20,42.86027,-70.66627,8.36,8.316795941,
5079,2018/12/11 18:10,41.22598,-71.41206,10.97,11.10194061,
5081,2018/12/11 20:05,42.8318,-70.68305,8.36,8.358300925,
5083,2018/12/11 21:24,41.06052,-71.5207,11.08,11.09546513,
5086,2018/12/12 13:45,40.96979,-71.5278,11.13,11.50089006,
5087,2018/12/12 16:25,41.05539,-71.45094,11,11.32778166,
5091,2018/12/13 13:17,42.68231,-70.35638,7.93,9.111173402,
5092,2018/12/13 13:49,42.80729,-70.67664,7.84,8.150722747,
5093,2018/12/13 14:09,40.96315,-71.52838,10.85,11.53297722,
5095,2018/12/13 16:00,42.7113,-70.31683,7.92,9.069597205,
5096,2018/12/13 16:19,42.79007,-70.67022,8.07,8.154189427,
5097,2018/12/13 16:53,41.05482,-71.4454,10.82,11.17487555,
5099,2018/12/13 18:37,42.70506,-70.31153,7.9,9.081329349,
5101,2018/12/13 18:58,42.83907,-70.65737,8.11,8.439980354,
5102,2018/12/13 20:43,41.06713,-71.50759,10.75,11.00615065,
5109,2018/12/14 13:55,42.79926,-70.65552,8.19,8.226466225,
5110,2018/12/14 14:00,40.95848,-71.5257,10.49,11.42597791,
5111,2018/12/14 16:07,42.80867,-70.67631,8.01,8.153094605,
5112,2018/12/14 16:40,41.05585,-71.44785,10.67,10.99983548,
5114,2018/12/14 18:54,42.84003,-70.66063,8.03,8.45947345,
5120,2018/12/15 13:49,42.75502,-70.64344,8.22,8.202365758,
5121,2018/12/15 16:17,42.7671,-70.65758,8.19,8.214745196,
5123,2018/12/15 18:46,42.84412,-70.66228,8.19,8.403236933,
5124,2018/12/15 20:30,41.04015,-71.46083,10.42,10.86598217,
5128,2018/12/19 14:32,40.95538,-71.55486,9.8,11.4773229,
5129,2018/12/19 17:29,41.05537,-71.45132,9.77,10.81788148,
5134,2018/12/20 11:35,42.70434,-70.34434,7.74,9.020800332,
5136,2018/12/20 13:56,42.68987,-70.34754,7.81,8.987135558,
5137,2018/12/20 14:41,40.99675,-71.45823,10.08,11.3862184,
5141,2018/12/20 16:14,42.67171,-70.36621,7.82,9.023096625,
5143,2018/12/20 17:46,41.0392,-71.58234,10.13,10.71607957,
5146,2018/12/20 18:08,42.66034,-70.37597,7.65,9.022539719,
5152,2018/12/26 18:46,41.036,-71.52651,10.1,9.656753697,
5153,2018/12/27 14:19,40.90202,-71.39504,9.94,10.70819638,
5154,2018/12/27 17:46,40.97613,-71.39191,9.78,10.34961933,
5155,2018/12/27 19:03,42.65153,-70.40277,7.28,9.073768748,
5157,2018/12/30 12:37,42.75882,-70.2795,7.42,8.373848253,
5158,2018/12/30 15:30,42.75434,-70.27776,7.33,8.350941981,
5159,2018/12/30 18:44,42.65288,-70.39556,7.22,8.358343127,
5170,2019/1/2 15:17,42.7511,-70.2925,7.52,8.229907851,
5171,2019/1/2 18:22,42.65688,-70.38548,7.34,7.946587541,
5190,2019/1/4 14:04,41.04746,-71.43832,9.76,9.414346954,
5193,2019/1/4 17:06,41.0862,-71.56846,9.72,9.476889256,
5200,2019/1/5 12:16,42.70602,-70.31587,7.38,8.113662983,
5203,2019/1/5 17:21,42.64644,-70.40715,7.33,7.69310052,
5210,2019/1/13 9:57,42.76492,-70.25806,6.45,7.948276225,
5211,2019/1/13 11:35,42.76025,-70.27847,6.38,7.966198222,
5212,2019/1/13 13:32,42.76684,-70.25353,6.36,7.918028561,
5213,2019/1/13 15:15,42.73575,-70.25004,6.43,8.00133275,
5214,2019/1/14 9:59,42.76012,-70.25965,6.7,7.865599796,
5215,2019/1/14 12:01,42.75663,-70.28188,6.62,7.87725213,
5216,2019/1/14 13:45,42.74638,-70.29626,6.18,7.904021577,
5217,2019/1/15 11:01,42.69652,-70.33239,6.66,7.217289752,
5218,2019/1/15 14:13,42.75536,-70.28366,6.57,7.72426535,
5219,2019/1/15 15:25,42.75874,-70.28952,6.32,7.610469208,
5220,2019/1/15 17:29,42.68373,-70.36312,6.18,7.237848172,
5234,2019/1/26 11:58,42.77047,-70.25139,6.15,6.981533098,
5236,2019/1/26 15:08,42.70804,-70.32136,5.49,6.105035843,
5238,2019/1/26 17:46,42.70512,-70.32559,6.03,6.116077736,
5239,2019/1/26 19:54,42.68889,-70.33261,6.07,5.995878521,
5255,2019/2/2 12:48,42.75073,-70.29259,5.36,5.849024169,
5256,2019/2/2 14:51,42.7475,-70.29197,5.29,5.808580155,
5257,2019/2/2 16:59,42.69607,-70.33643,5.39,5.436395616,
5259,2019/2/3 12:41,42.7483,-70.26439,4.95,5.88207738,
5264,2019/2/3 23:25,41.07496,-71.55312,12.07,6.896484405,
5274,2019/2/4 16:10,40.50563,-71.82999,7.49,9.870603684,
5276,2019/2/4 18:27,40.5939,-71.75911,8.53,9.591290377,
5278,2019/2/4 20:33,40.67968,-71.72924,6.96,9.053919484,
5284,2019/2/5 13:43,40.99566,-71.55659,6.75,7.265297677,
5286,2019/2/5 16:12,41.03786,-71.44207,6.33,7.350825212,
5297,2019/2/6 14:32,41.03915,-71.38955,6.29,6.960788919,
5300,2019/2/6 17:36,41.03611,-71.54996,6.26,7.120225705,
5302,2019/2/6 20:43,41.07424,-71.65281,6.31,6.815421635,
5332,2019/2/11 12:01,42.75132,-70.29192,5.81,6.156729959,
5335,2019/2/11 13:58,42.74472,-70.28812,5.16,6.099786878,
5338,2019/2/11 14:32,41.0199,-71.27644,6.42,6.12260731,
5339,2019/2/11 15:25,42.76174,-70.27905,5.03,6.280291281,
5341,2019/2/11 16:44,42.77017,-70.25774,4.9,6.413488481,
5342,2019/2/11 17:23,40.91532,-71.31105,6.34,6.243809193,
5344,2019/2/11 17:46,42.7483,-70.28735,5.04,6.116350248,
5347,2019/2/11 20:07,40.96423,-71.44096,6.75,6.171871004,
5348,2019/2/11 22:13,41.05568,-71.45413,6.75,6.218288807,
5363,2019/2/17 10:25,42.75689,-70.28091,4.48,5.59803817,
5364,2019/2/17 12:13,42.73599,-70.2975,4.55,5.606918788,
5365,2019/2/17 13:15,42.76633,-70.27484,4.51,5.658491721,
5366,2019/2/17 13:17,40.58373,-71.761,10.06,7.795496407,
5370,2019/2/17 16:06,40.69286,-71.71474,9.86,6.99488512,
5373,2019/2/17 18:37,40.59181,-71.75641,9.66,7.535799245,
5375,2019/2/17 20:58,40.68651,-71.72532,9.68,6.988385533,
5377,2019/2/17 21:15,41.083,-71.65118,6.48,5.985265348,
5378,2019/2/17 22:34,40.69133,-71.64622,10.3,7.606336144,
5381,2019/2/18 10:33,42.76284,-70.27557,4.54,5.587976453,
5382,2019/2/18 11:35,42.76437,-70.2775,4.51,5.494796234,
5384,2019/2/18 12:11,42.75585,-70.28709,4.47,5.533212321,
5385,2019/2/18 13:17,42.76626,-70.25826,4.55,5.781233482,
5392,2019/2/20 12:54,42.76345,-70.26763,4.68,5.59709987,
5393,2019/2/20 13:30,40.58871,-71.74004,9.44,6.83804651,
5395,2019/2/20 14:00,42.76529,-70.2528,4.67,5.714276698,
5396,2019/2/20 15:19,40.65795,-71.72364,9.39,6.583418365,
5400,2019/2/20 18:48,40.86732,-71.55059,8.33,5.9287316,
5402,2019/2/20 20:50,41.03421,-71.6085,6.54,4.859078941,
5405,2019/2/22 11:58,41.17361,-71.52164,4.9,4.472150388,
5406,2019/2/22 13:37,41.11418,-71.61766,4.78,4.080959049,
5407,2019/2/22 14:13,41.08899,-71.60361,5.55,4.38493395,
5408,2019/2/22 15:21,41.13275,-71.50778,5.5,4.611333228,
5409,2019/2/22 15:55,41.13048,-71.48561,5.6,4.798736859,
5411,2019/2/23 11:48,42.76823,-70.25789,4.58,5.547068078,
5412,2019/2/23 13:26,40.86564,-71.49402,6.55,7.068591158,
5413,2019/2/23 15:47,40.92318,-71.41465,6.45,6.9571736,
5415,2019/2/23 18:22,40.87886,-71.53044,6.41,6.805863429,
5416,2019/2/23 21:09,40.96149,-71.58872,6.39,6.374308688,
5423,2019/2/28 14:28,40.86851,-71.53786,8.69,6.373555014,
5426,2019/2/28 16:53,40.96071,-71.58623,8.41,5.789908609,
5428,2019/2/28 19:52,40.84309,-71.53466,8.69,6.446252483,
5437,2019/3/1 13:37,40.86952,-71.53524,8.32,6.524325459,
5438,2019/3/1 16:38,40.98664,-71.57378,8.22,6.079022785,
5439,2019/3/1 19:48,40.87198,-71.54975,8.23,6.517202418,
5441,2019/3/1 21:15,41.01678,-71.46533,7.55,6.455521809,
5448,2019/3/3 14:06,40.87912,-71.55123,6.88,6.848493057,
5449,2019/3/3 15:32,40.82022,-71.56041,7.81,6.904915572,
5452,2019/3/3 18:54,40.94775,-71.55722,6.65,6.554738835,
5453,2019/3/3 21:37,41.08521,-71.47357,5.73,5.714734509,
5507,2019/3/13 19:54,41.10772,-71.32444,5.23,5.922851746,
5530,2019/3/18 11:16,42.68496,-70.35765,4.18,4.597642911,
5532,2019/3/18 14:35,42.67745,-70.29887,4.26,5.256436456,
5533,2019/3/18 17:55,42.84059,-70.38258,3.89,4.961636477,
5539,2019/3/19 10:42,42.81596,-70.36883,4.11,4.813904268,
5541,2019/3/19 13:02,42.78571,-70.33029,3.95,4.459521147,
5544,2019/3/19 14:16,42.79084,-70.35621,3.86,4.587836358,
5553,2019/3/20 9:17,42.61273,-70.42683,4.07,5.23149414,
5555,2019/3/20 11:15,42.63408,-70.4415,4.01,5.062490451,
5557,2019/3/20 13:47,42.61675,-70.42517,4.04,5.286451418,
5558,2019/3/20 14:03,42.8234,-70.35218,3.9,5.049223232,
5561,2019/3/20 15:52,42.63312,-70.45627,4.08,5.000545778,
5563,2019/3/20 17:26,42.84141,-70.39391,3.89,5.324470135,
5564,2019/3/20 18:06,42.63886,-70.4874,4.05,4.835623379,
5573,2019/3/25 9:07,42.7635,-70.26461,4.25,5.471113035,
5574,2019/3/25 11:47,42.74219,-70.25604,4.17,5.516122522,
5575,2019/3/25 13:27,42.79903,-70.36125,3.98,5.492654755,
5576,2019/3/25 16:14,42.84682,-70.39893,3.98,5.197607068,
5577,2019/3/25 18:54,42.8397,-70.57319,3.94,4.369385742,
5581,2019/3/26 12:02,42.84247,-70.5233,3.94,4.171225497,
5582,2019/3/26 14:13,42.84481,-70.53459,3.94,4.228288056,
5584,2019/3/26 16:40,42.84854,-70.52023,3.94,4.346186065,
5586,2019/3/27 11:32,42.74615,-70.26085,4.33,5.515837305,
5587,2019/3/27 11:52,42.84123,-70.51497,3.93,4.203921604,
5588,2019/3/27 14:01,42.84378,-70.53521,3.94,4.33916205,
5589,2019/3/27 16:34,42.85169,-70.51989,3.93,4.547072635,
5590,2019/3/27 16:53,42.6836,-70.35668,3.91,5.452968167,
5591,2019/3/27 18:12,42.84307,-70.5843,3.94,4.608404362,
5592,2019/3/27 18:24,42.68772,-70.33917,4.03,5.593114159,
5600,2019/3/28 12:03,41.1258,-71.52855,5.4,4.49505961,
5602,2019/3/28 13:47,41.11204,-71.58715,5.21,4.479476427,
5612,2019/3/29 13:07,40.86969,-71.54132,6.81,4.351019478,
5614,2019/3/29 18:37,40.89043,-71.49947,6.62,4.378729296,
5616,2019/3/29 20:48,40.97964,-71.46928,6.68,4.238529618,
5625,2019/3/30 11:15,42.75345,-70.29254,4.37,5.594334219,
5628,2019/3/30 12:31,42.841,-70.51433,3.97,4.494121011,
5629,2019/3/30 14:43,42.68044,-70.3579,4.3,5.616137979,
5631,2019/3/30 15:30,42.79647,-70.35763,3.92,5.456170303,
5632,2019/3/30 17:34,42.65287,-70.39588,4.15,5.609885697,
5635,2019/3/30 18:49,42.84999,-70.39773,3.94,5.625306028,
5651,2019/4/14 16:55,42.70539,-70.31179,4.19,5.963539653,7.452909189
5655,2019/4/14 16:56,42.82044,-70.34941,3.85,5.730791022,6.441881207
5656,2019/4/14 16:58,42.71084,-70.319,4.34,5.898986169,7.452909189
5658,2019/4/14 16:59,41.047,-71.37423,6.7,5.350432951,15.31925898
5661,2019/4/14 17:01,42.83573,-70.38262,3.86,5.792895375,6.441881207
5662,2019/4/14 17:02,42.6953,-70.3383,4.34,5.7816511,7.452909189
5668,2019/4/14 17:04,42.75954,-70.28527,4.51,6.461711502,7.515503929
5670,2019/4/14 17:05,40.26441,-71.17179,12.48,9.840908108,12.63679602
5672,2019/4/14 17:07,42.74022,-70.28918,5.58,6.520987645,7.525790915
5674,2019/4/14 17:08,40.29993,-71.05292,12.65,9.796093496,12.76573524
5677,2019/4/14 17:10,42.81922,-70.36057,4.12,6.367495203,6.441881207
5678,2019/4/14 17:11,42.83004,-70.37724,4.09,6.37190308,6.441881207
5681,2019/4/14 17:13,42.80692,-70.57755,3.98,6.458464446,7.446471051
5683,2019/4/14 17:14,42.76493,-70.27435,4.46,6.411083607,7.525790915
5686,2019/4/14 17:16,42.73571,-70.29001,4.47,6.368446794,7.525790915
5689,2019/4/14 17:17,40.14369,-71.34936,11.1,9.255440745,12.72977117
5691,2019/4/14 17:19,42.84616,-70.51742,3.94,6.377996309,6.632117694
5701,2019/4/14 17:20,40.90473,-71.33095,5.71,5.947606131,14.49183989
5703,2019/4/14 17:22,42.73781,-70.29104,4.46,6.392456068,7.525790915
5704,2019/4/14 17:23,40.10316,-71.50834,11.34,9.535272264,12.87783369
5706,2019/4/14 17:25,40.84554,-71.31101,5.29,6.11013746,15.1520574
5707,2019/4/14 17:26,42.80305,-70.34035,4.11,6.034874638,7.515503929
5708,2019/4/14 17:28,42.6182,-70.4768,4.05,6.006146802,8.42121648
5710,2019/4/14 17:29,42.83302,-70.37632,4.09,6.267694543,6.441881207
5711,2019/4/14 17:31,42.7968,-70.58366,4.01,5.550717276,8.829306074
5712,2019/4/14 17:32,41.14857,-71.41442,6.29,6.038889203,15.49162484
5716,2019/4/14 17:34,42.76091,-70.24989,4.62,6.414152138,7.525790915
5717,2019/4/14 17:35,42.68168,-70.35267,4.54,6.058336158,6.441881207
5721,2019/4/14 17:37,42.82884,-70.3843,4.2,6.399392148,6.441881207
5723,2019/4/14 17:38,41.02105,-71.23915,5.93,5.972093979,7.446471051
5724,2019/4/14 17:40,41.02528,-71.37875,6.11,5.743216485,7.525790915
5734,2019/4/14 17:41,41.15445,-71.4118,5.73,5.89977545,7.525790915
5735,2019/4/14 17:43,42.84097,-70.5209,3.82,5.881301229,7.632117694
5736,2019/4/14 17:44,42.73632,-70.29527,4.51,6.222354156,7.491839892
5737,2019/4/14 17:46,42.8028,-70.57426,3.83,5.582893409,7.525790915
5738,2019/4/14 17:47,41.03261,-71.38897,6.11,5.901781152,7.877833693
5740,2019/4/14 17:49,42.67216,-70.36305,4.51,6.10231506,8.152057397
5741,2019/4/14 17:50,42.83109,-70.6908,3.71,5.082292702,7.515503929
5742,2019/4/14 17:52,41.05278,-71.5057,6.22,5.806544283,8.42121648
5743,2019/4/14 17:53,41.10333,-71.60344,6.25,5.896063404,6.441881207
5749,2019/4/14 17:55,42.77192,-70.26068,4.51,6.224033241,7.829306074
5751,2019/4/14 17:56,42.70492,-70.34323,4.34,6.156239754,8.491624838
5752,2019/4/14 17:58,42.80305,-70.34035,4.11,6.034874638,7.525790915
5753,2019/4/14 17:59,42.6182,-70.4768,4.05,6.006146802,7.241881207
5754,2019/4/14 18:01,42.83302,-70.37632,4.09,6.267694543,7.441881207
5756,2019/4/14 18:02,42.7968,-70.58366,4.01,5.550717276,6.446471051
5757,2019/4/14 18:04,41.14857,-71.41442,6.29,6.038889203,7.025790915
5759,2019/4/14 18:05,42.76091,-70.24989,4.62,6.414152138,7.525790915
5760,2019/4/14 18:07,42.80305,-70.34035,4.11,6.034874638,
5761,2019/4/14 18:08,42.6182,-70.4768,4.05,6.006146802,
5763,2019/4/14 18:10,42.83302,-70.37632,4.09,6.267694543,
5764,2019/4/14 18:11,42.7968,-70.58366,4.01,5.550717276,
5765,2019/4/14 18:13,41.14857,-71.41442,6.29,6.038889203,
5766,2019/4/14 18:14,42.76091,-70.24989,4.62,6.414152138,
5767,2019/4/14 18:16,42.81017,-70.57525,4.15,5.851709968,
5769,2019/4/14 18:17,40.52047,-67.48352,12.69,10.72494098,8.117440489
5770,2019/4/14 18:19,40.44048,-67.59918,12.79,10.38841832,7.850427103
5771,2019/4/14 18:20,40.51988,-67.48133,12.82,10.72494098,8.301393105
5772,2019/4/14 18:22,40.45265,-67.59124,12.84,10.38841832,8.207968546
5773,2019/4/14 18:23,40.51922,-67.4835,12.89,10.72494098,8.458614125
5774,2019/4/14 18:25,40.46494,-67.60096,12.82,10.38841832,8.049921058
5776,2019/4/14 18:26,40.4525,-67.59918,12.74,10.38841832,8.164147232
5777,2019/4/14 18:28,40.52389,-67.47496,12.98,10.72494098,8.385143688
5779,2019/4/14 18:29,40.46503,-67.59802,12.99,10.38841832,8.090956775
5780,2019/4/14 18:31,40.53273,-67.45359,12.1,10.72494098,8.451056593
5782,2019/4/14 18:32,40.46148,-67.60173,11.96,10.38841832,8.009590334
5783,2019/4/14 18:34,40.51049,-67.48873,11.49,10.72494098,8.33466297
5784,2019/4/14 18:35,42.82907,-70.54487,4.13,6.044432947,7.446471051
5787,2019/4/14 18:37,41.04631,-71.38468,6.15,5.954167205,15.31925898
5788,2019/4/14 18:38,42.73401,-70.30106,4.57,6.350894748,7.452909189
5790,2019/4/14 18:40,42.80543,-70.57557,4.15,5.818002192,7.446471051
5791,2019/4/14 18:41,42.8202,-70.53448,3.86,6.826851128,7.446471051
5792,2019/4/14 18:43,40.23572,-71.52286,6.57,9.968457616,12.95623554
5795,2019/4/14 18:44,40.23474,-71.49284,6.46,9.98702089,12.95623554
5796,2019/4/14 18:46,42.67695,-70.36114,4.13,6.589811668,8.24882978
5799,2019/4/14 18:47,42.80568,-70.5692,3.89,6.682507948,7.446471051
5801,2019/4/14 18:49,40.19475,-71.61947,7.07,9.560909393,13.09797694
5802,2019/4/14 18:50,41.0749,-71.37689,5.72,7.097821023,15.31925898
5803,2019/4/14 18:52,42.69611,-70.34445,4.23,6.528580275,7.446471051
5804,2019/4/14 18:53,42.69743,-70.34413,4.36,6.509178481,12.95623554
5805,2019/4/14 18:55,40.40988,-67.59484,12.37,7.432757443,12.65623554
5806,2019/4/14 18:56,42.82693,-70.53109,3.93,6.970250589,8.24882978
5808,2019/4/14 18:58,42.83509,-70.52251,3.93,7.022595583,9.446471051
5809,2019/4/14 18:59,40.49699,-67.4694,12.4,8.440194398,13.09797694
5810,2019/4/14 19:01,42.64294,-70.4261,4.76,6.202034589,14.31925898
5812,2019/4/14 19:02,42.81095,-70.57549,3.93,6.840076839,
5813,2019/4/14 19:04,40.42208,-67.57999,12.51,8.479792406,
5814,2019/4/14 19:05,40.53062,-67.47376,12.53,8.831934654,
5815,2019/4/14 19:07,40.43546,-67.57871,12.64,7.831145101,
5816,2019/4/14 19:08,40.51872,-67.46683,12.61,8.291036953,
5817,2019/4/14 19:10,40.43637,-67.59712,12.73,7.733265162,
5818,2019/4/14 19:11,40.51894,-67.48906,12.58,8.374691643,
5819,2019/4/14 19:13,40.4475,-67.59583,12.52,8.116900971,
5820,2019/4/14 19:14,40.52047,-67.48352,12.69,8.117440489,
5821,2019/4/14 19:16,40.44048,-67.59918,12.79,7.850427103,
5822,2019/4/14 19:17,40.51988,-67.48133,12.82,8.301393105,
5823,2019/4/14 19:19,40.45265,-67.59124,12.84,8.207968546,
5824,2019/4/14 19:20,40.51922,-67.4835,12.89,8.458614125,
5825,2019/4/14 19:22,40.46494,-67.60096,12.82,8.049921058,
5826,2019/4/14 19:23,40.4525,-67.59918,12.74,8.164147232,
5827,2019/4/14 19:25,40.52389,-67.47496,12.98,8.385143688,
5828,2019/4/14 19:26,40.46503,-67.59802,12.99,8.090956775,
5829,2019/4/14 19:28,40.53273,-67.45359,12.1,8.451056593,
5830,2019/4/14 19:29,40.46148,-67.60173,11.96,8.009590334,
5831,2019/4/14 19:31,40.51049,-67.48873,11.49,8.33466297,
5832,2019/4/14 19:32,41.08061,-71.4153,6.1,6.59338814,
5834,2019/4/14 19:34,42.82897,-70.55437,4.28,7.180711276,
5835,2019/4/14 19:35,42.75714,-70.29214,4.13,7.124098129,
5836,2019/4/14 19:37,40.46698,-67.59669,12.13,8.117783499,
5837,2019/4/14 19:38,42.83824,-70.53933,4.16,7.213007179,
5838,2019/4/14 19:40,42.67673,-70.36426,4.67,6.972890787,
5839,2019/4/14 19:41,42.80281,-70.58847,4.11,7.023446235,
5842,2019/4/14 19:43,40.28347,-68.43152,11.98,8.793644057,
5844,2019/4/14 19:44,40.18277,-68.77471,12.97,8.618876689,
5849,2019/4/14 19:46,40.02657,-69.23037,12.31,7.740664009,
5854,2019/4/14 19:47,39.9572,-69.54738,12.95,7.637202835,
5860,2019/4/14 19:49,41.10331,-71.60376,7.23,6.978300065,
5862,2019/4/14 19:50,42.81662,-70.52107,4.09,6.901067035,
5863,2019/4/14 19:52,41.11874,-71.52857,7.1,6.9702025,
5864,2019/4/14 19:53,41.13178,-71.51179,7.1,6.953000585,
5865,2019/4/14 19:55,41.16322,-71.51771,7.31,7.026390924,
5866,2019/4/14 19:56,41.1851,-71.48772,7.16,7.060783059,
5867,2019/4/14 19:58,42.81964,-70.51538,4.26,6.913008738,
